ID,Kerne_A,Cyto_A,K/C,KerneShort,CytoShort,KerneLong,CytoLong,KerneElong,KerneRund,CytoRund,CytoElong,KernePeri,CytoPeri,Class
153956040-153956058-001.BMP,2163.75,5147.625,0.2959429656,47.8858684563,73.4280327152,57.4282160614,136.6235704408,0.8338386901,0.8353462902,0.3511282391,0.537447766,165.5,396.5,0
153956040-153956058-002.BMP,2395.75,5389.625,0.3077244192,42.8670288929,93.1025289607,71.1969100453,126.5701386584,0.6020911422,0.601768325,0.4283572835,0.7355805243,187.5,331.75,0
153956040-153956058-003.BMP,2184.25,4040.5,0.3508976264,47.1298863249,69.5097216344,65.9241988954,134.6142637316,0.7149102623,0.639915664,0.2838984813,0.5163622317,172.5,346.0,0
153956040-153956058-004.BMP,2348.375,5075.875,0.3163114119,43.9654039832,65.1683056762,72.124891681,185.3968716025,0.6095732411,0.5747873733,0.1880252756,0.3515070406,181.75,437.0,0
153956040-153956058-005.BMP,1626.75,4630.625,0.2599732316,39.1131614445,76.666856227,53.4602656185,128.2692480683,0.7316305108,0.7247174351,0.3583477096,0.5977025466,147.625,436.5,0
153956040-153956058-006.BMP,1187.875,3354.5,0.2615096728,34.4085466464,65.8242734435,46.2385120868,110.8557621416,0.7441534144,0.7074132012,0.3475532633,0.593783058,126.75,370.75,0
153956040-153956072-001.BMP,2354.75,4482.875,0.3443812727,42.8768371181,91.0201153923,70.8307842679,105.6030302596,0.6053418378,0.5976003225,0.5118161517,0.8619081779,183.5,332.625,0
153956040-153956072-002.BMP,2502.75,9164.125,0.2145175979,53.1141581312,122.65056321,62.3939099592,157.1782427692,0.851271513,0.8185461779,0.4722981721,0.7803278689,179.5,459.0,0
153956040-153956072-003.BMP,1871.375,5283.5,0.261552438,33.6572068878,87.8337665292,74.8131004571,146.8911161371,0.4498838664,0.4257117479,0.3117746274,0.5979515225,180.25,382.375,0
153956040-153956072-004.BMP,4418.75,3489.25,0.5587696004,58.5367292609,77.275300706,105.2330746486,142.5552524462,0.5562579014,0.5080483329,0.2186128866,0.5420726306,280.0,422.0,0
153956444-153956458-001.BMP,1277.625,2956.125,0.3017714792,34.7556868939,52.5040161405,53.0848377599,149.8932953804,0.6547196593,0.5772614171,0.1675207072,0.350275948,156.875,354.875,0
153956444-153956458-002.BMP,1301.875,2969.125,0.304817373,33.093806067,62.3922648415,55.9016994375,114.725759967,0.592,0.5304315943,0.2872213465,0.5438383224,147.0,307.75,0
153956444-153956458-003.BMP,1535.625,2118.625,0.4202298693,37.6542979465,45.6678621343,56.0892146495,103.0921917509,0.6713286713,0.6214934761,0.2538123006,0.4429808054,158.25,271.75,0
153956444-153956458-004.BMP,1815.5,3351.0,0.3513984322,52.1661329315,52.467323164,48.3838816136,148.4924240492,1.0781717215,0.9874269088,0.1934977648,0.3533333333,151.25,362.375,0
153958154-153958168-001.BMP,1693.25,2734.25,0.3824392998,41.7128793982,57.9119892423,57.008771255,101.2570985166,0.7316923077,0.6633578028,0.3395450332,0.5719301668,156.75,253.75,0
153958154-153958168-003.BMP,1219.125,3299.25,0.2698149224,42.0760171611,60.938151038,39.3573373083,108.5034561662,1.0690768238,1.0020904842,0.3568109715,0.561624055,131.25,277.125,0
153958154-153958179-001.BMP,1089.0,2233.125,0.327802235,29.1293771301,57.8904508457,48.5077313425,84.5044377533,0.6005099873,0.5892723605,0.3981659513,0.6850581151,124.125,285.0,0
153958154-153958179-002.BMP,990.5,1446.625,0.4064215007,32.6922946146,41.3892389993,39.4588393139,73.7631344236,0.8285163776,0.8099831529,0.3385223592,0.5611100901,115.125,204.625,0
153958154-153958194-001.BMP,1461.0,2150.875,0.4044990483,41.2089045201,45.5541350966,46.3249392876,110.440028975,0.8895619758,0.8668233806,0.2245289092,0.4124784783,134.0,275.375,0
153958154-153958194-002.BMP,1045.875,2873.125,0.2668729268,34.7581959789,56.9076851426,38.8973006776,126.8897158953,0.8935888962,0.8801384064,0.2272018115,0.4484814608,112.75,341.875,0
153958154-153958194-003.BMP,1098.125,1854.0,0.3719778126,33.9025520392,47.6289858382,43.5660418216,82.7647267862,0.7781875659,0.7366576265,0.3446111118,0.5754744526,123.25,207.125,0
153958154-153958194-004.BMP,795.125,2166.0,0.2685212546,27.5181536533,37.3215882784,42.9534631898,112.294256309,0.6406504065,0.5487179366,0.2187023675,0.3323552736,107.25,268.0,0
153958154-153958211-001.BMP,1039.625,3202.125,0.2450934166,35.3393028215,54.0815655881,39.4461658466,135.5175265418,0.8958868895,0.8507015821,0.2220022966,0.3990743262,116.25,378.75,0
153958154-153958248-002.BMP,1098.375,2602.625,0.2967778979,30.1024890982,53.2360764542,51.6236379966,93.7709976485,0.5831144465,0.524763409,0.3768639907,0.5677243262,130.125,255.5,0
153958154-153958248-003.BMP,1197.0,1627.375,0.4238105776,24.9067491625,33.054868748,61.1882341631,119.1049956971,0.4070512821,0.4070693737,0.1460621884,0.2775271394,146.25,274.375,0
153958345-153958364-001.BMP,1022.875,1321.625,0.4362870548,22.0520791271,29.4578497051,68.066144301,102.0441081102,0.3239801425,0.281106173,0.1616004238,0.2886776145,155.125,230.625,0
153958547-153958572-001.BMP,1238.875,1528.375,0.4476917517,24.4431886061,45.1009274058,65.2533524043,99.8649087518,0.3745890089,0.3704520059,0.195125588,0.4516193723,151.0,330.625,0
153958547-153958572-002.BMP,831.75,1342.5,0.3825457054,22.5192422056,43.1526725189,49.3355855342,68.7095335452,0.4564502876,0.4350932586,0.3620682247,0.6280449057,115.5,178.5,0
153958547-153958572-003.BMP,1226.875,1832.0,0.4010870009,29.2394171506,45.8392331319,56.2938717802,90.7083237636,0.5194067529,0.4929333438,0.2834923245,0.5053475936,142.625,251.75,0
153958547-153958572-004.BMP,1050.0,1631.875,0.3915171289,31.0588400684,51.7031676689,44.0454310911,66.8430998683,0.7051546392,0.6891244959,0.4650330757,0.7735004476,120.125,185.75,0
153958547-153958572-005.BMP,1335.125,3250.5,0.2911544228,28.3834051041,60.3835249378,62.0080639917,117.0683561002,0.4577373212,0.4421154609,0.3019821335,0.5157971543,161.5,283.25,0
153958547-153958572-006.BMP,949.625,1763.5,0.3500115181,32.2361230618,55.5663713195,39.4588393139,68.8186021363,0.816955684,0.7765575483,0.4741042942,0.8074324324,114.375,205.875,0
153958547-153958572-007.BMP,965.0,1929.75,0.3333621211,30.8990386296,59.5372541807,41.2310562562,85.492689746,0.7494117647,0.7227506827,0.3361655509,0.6964016965,120.5,238.625,0
153958547-153958572-008.BMP,1133.5,563.625,0.6678942329,25.4927057956,35.4802590251,71.5891053164,71.5891053164,0.356097561,0.2816033217,0.1400252953,0.4956097561,169.25,168.625,0
153958547-153958572-009.BMP,1011.75,2807.375,0.2649167021,27.6822680538,86.01828806,47.539457296,86.4002314812,0.582300885,0.5700000484,0.4788293191,0.9955793704,115.5,290.25,0
153958547-153958590-001.BMP,2608.75,9204.75,0.2208278664,63.7286267525,131.9011851686,56.2227711875,170.0970311322,1.1335020563,1.0507952111,0.4050686655,0.7754467217,199.625,526.375,0
153958547-153958590-002.BMP,2945.75,9610.375,0.2346066163,58.264123258,102.5585802308,66.3701740242,209.2462663944,0.8778660613,0.8514518477,0.279469886,0.4901333821,193.5,614.375,0
157181146-157181197-001.BMP,2215.375,2065.125,0.5175505198,49.5539435639,68.7335039335,56.0802995712,76.2364742102,0.8836248013,0.8968849146,0.4524086054,0.9015829319,165.75,234.625,0
157181146-157181197-002.BMP,1582.5,2030.5,0.4380016607,44.1051599114,64.1394563667,50.6063237155,72.4982758416,0.8715345568,0.7867636,0.4918784048,0.8847031963,155.0,257.25,0
157181146-157181197-003.BMP,1860.125,1927.625,0.491089697,40.2216461861,66.0872876263,60.415229868,73.5391052434,0.6657534247,0.6488725228,0.45383291,0.8986686391,171.5,216.25,0
157181481-157181497-001.BMP,1675.25,1558.75,0.5180117502,42.5021123081,53.1442960627,51.2445119013,88.0056816348,0.8293983244,0.812259919,0.2562507605,0.6038734668,148.75,222.625,0
157181481-157181497-002.BMP,1599.75,2109.375,0.4313011829,45.8838672545,65.5950592515,45.3100430368,78.3900503891,1.0126643936,0.9921407509,0.4370609707,0.8367778682,143.625,217.25,0
157181481-157181497-003.BMP,1462.875,1874.125,0.4383802817,44.0579082343,60.7317222306,47.0744091838,72.2357252334,0.9359205776,0.840519088,0.4573035764,0.8407435799,149.0,206.5,0
157181481-157181497-004.BMP,1151.125,2383.125,0.3257055952,35.720971574,53.1321508726,47.9270278653,89.7385090137,0.7453199826,0.6380748241,0.3767898907,0.5920774867,138.5,221.0,0
157184850-157184920-001.BMP,1318.25,5532.125,0.1924347207,35.0139640727,91.7688468311,54.3783044973,142.1724305201,0.6438958404,0.5676185424,0.3484747596,0.645475684,161.625,535.25,0
157184850-157184920-002.BMP,1580.375,4651.125,0.2536106876,50.1044064324,84.2504547331,64.88451279,106.2308806327,0.7722090261,0.4779562816,0.5247670605,0.7930881701,223.0,389.0,0
157185433-157185454-001.BMP,2565.875,6653.125,0.2783246556,57.0105071672,81.9880170693,62.128898268,154.1200830521,0.9176165803,0.8463661961,0.3566295561,0.5319749084,191.125,473.625,0
157185433-157185479-001.BMP,1367.75,2313.25,0.3715702255,31.7177642347,50.3518922105,58.137767415,123.4908903523,0.5455621302,0.5152288128,0.193135828,0.4077377049,160.0,300.25,0
157185433-157185479-002.BMP,1347.125,2900.125,0.3171758196,40.827099376,65.765412452,43.965895874,90.0777441991,0.9286083808,0.887332034,0.4550842784,0.7300961301,133.5,240.125,0
157185433-157185479-003.BMP,987.75,3179.375,0.2370339263,32.6014290974,54.5382035323,41.5932686862,92.9623579735,0.7838150289,0.7269609019,0.4684223533,0.5866697524,117.625,239.25,0
157185433-157185479-004.BMP,1137.875,2359.125,0.3253860452,34.9237335055,54.682860866,51.8844870843,95.8801335001,0.6731054978,0.5381825583,0.3267411336,0.5703252475,133.0,243.0,0
157185433-157185479-005.BMP,1577.125,3469.125,0.3125340599,44.0872659032,72.2237204959,53.2353266168,99.357938787,0.8281580805,0.7085596037,0.4474298152,0.726904376,153.625,269.5,0
157185433-157185479-006.BMP,1948.25,1437.625,0.5754051759,46.1743547024,45.5017037877,60.0333240792,98.3259884263,0.769145394,0.68828772,0.1893298511,0.4627637567,166.625,243.5,0
157185433-157185479-007.BMP,1236.5,3451.625,0.2637514998,30.0691731249,47.0292706044,53.310411741,125.2836781069,0.5640394089,0.5539622439,0.2799914273,0.375382263,133.0,313.25,0
157185433-157185508-001.BMP,1462.625,4696.25,0.2374824948,35.6906439976,75.8782559606,53.8516480713,107.5406899736,0.6627586207,0.6421627549,0.5170299362,0.7055771725,168.125,306.0,0
157185433-157185508-002.BMP,1345.75,4060.625,0.2489191001,30.4878482736,81.3909841917,56.6127194189,91.2140340079,0.5385335413,0.5346215655,0.6214120585,0.8923076923,159.875,292.875,0
157185433-157185508-003.BMP,1039.5,1848.5,0.3599376731,38.4156830719,62.5793199126,40.8166632639,87.9204185613,0.9411764706,0.794437279,0.3044739067,0.7117723157,123.25,263.75,0
157185433-157185508-004.BMP,1040.5,1620.75,0.3909816815,31.6431683368,38.830901513,48.4148737476,107.8007421125,0.6535836177,0.5651901648,0.1775753371,0.3602099647,125.375,273.375,0
157185433-157185508-005.BMP,1416.125,3193.875,0.3071854664,37.4959457268,56.4258591934,54.4058820349,118.8107739222,0.6891891892,0.6091440373,0.2880821728,0.4749220742,143.5,317.0,0
157185433-157185508-006.BMP,1400.375,5522.625,0.2022786364,44.6527112384,65.6045605156,47.0744091838,156.8183662713,0.9485559567,0.8046086767,0.2859313818,0.4183474301,146.125,421.875,0
157185527-157185540-001.BMP,1438.875,2525.25,0.3629741746,41.108604445,61.4988932135,45.2216762184,128.4250754331,0.9090464548,0.8958594376,0.1949462293,0.4788698236,136.75,336.625,0
157185527-157185540-002.BMP,1444.5,2775.0,0.3423391397,41.1298605336,67.3444752783,46.389654019,125.3554944947,0.8866171004,0.8546442948,0.2248466168,0.5372279496,140.0,383.625,0
157185527-157185540-003.BMP,1554.25,1610.75,0.4910742496,44.84,61.0971884366,50.0,69.9213844257,0.8968,0.791573025,0.4194867246,0.8737983228,148.625,217.625,0
157185527-157185540-004.BMP,2204.25,2310.125,0.4882735705,41.9572789104,47.2676908408,65.9241988954,163.6001222493,0.6364473079,0.6457750268,0.1098951057,0.2889220998,200.0,403.5,0
157185730-157185758-001.BMP,1957.625,2588.625,0.4306021446,50.1433664128,58.5820723923,63.9765582069,116.5032188397,0.7837771806,0.6089727739,0.2428305987,0.5028365137,233.875,305.25,0
157185730-157185758-002.BMP,1963.125,4218.625,0.3175678408,46.9896711744,73.9683307534,58.5234995536,110.2769241501,0.802919708,0.7297893084,0.4416840864,0.6707507606,165.625,289.0,0
157185781-157185793-001.BMP,1347.625,3070.125,0.3050478185,30.3384490958,75.8726243508,64.6374504448,138.7984149765,0.4693633317,0.4106867979,0.2029070624,0.5466389826,162.125,368.125,0
157185781-157185793-002.BMP,1455.0,3624.25,0.2864596151,42.6255880199,60.0772564106,47.2016948848,137.9057649266,0.9030520646,0.8314917135,0.2426405731,0.4356399201,146.0,329.0,0
157185781-157185793-003.BMP,2442.125,4649.875,0.3443492668,55.0165385334,70.6456127315,60.7453701939,127.1416532848,0.9056910569,0.84265857,0.3662483593,0.5556449118,187.625,324.75,0
157185781-157185814-001.BMP,2112.625,4688.0,0.3106515945,53.5350095124,65.714083226,57.1401785086,168.7157372624,0.936906585,0.8238522797,0.2096942556,0.3894958721,172.625,397.625,0
157185781-157185814-002.BMP,2284.875,5482.25,0.2941725542,40.58747844,96.3070144971,75.6637297521,171.4205355259,0.536419214,0.5081560183,0.2375435594,0.5618172537,205.25,529.5,0
157224172-157224207-001.BMP,820.0,2339.25,0.2595552742,26.8736295897,38.3230720649,38.3275357935,149.7531301843,0.7011572498,0.7107259542,0.1328112729,0.2559083207,108.0,382.75,0
157224172-157224207-002.BMP,733.0,4046.0,0.1533793681,33.7288884154,63.2587244492,31.5753068077,115.7626882894,1.0682046138,0.9360928649,0.3844136406,0.5464517573,98.0,317.625,0
157224172-157224207-003.BMP,673.625,3096.625,0.1786685233,28.107787322,44.9898282019,32.6955654485,114.825955254,0.8596819457,0.802325527,0.2990326436,0.3918088737,98.625,283.0,0
157227058-157227087-001.BMP,838.5,2591.125,0.2444873711,19.2534265771,42.3296307855,54.1202365109,112.8051417268,0.3557528167,0.3644968789,0.2592630896,0.3752455796,131.125,329.5,0
157227461-157227503-001.BMP,2089.5,7127.375,0.2267037364,46.8406513071,74.1361931147,60.0333240792,155.3222456701,0.7802441731,0.7381892422,0.3761598218,0.4773056995,163.125,386.0,0
157227461-157227503-002.BMP,2758.375,5243.375,0.3447214672,59.8405545974,94.6179576635,62.6498204307,114.4814395437,0.9551592357,0.8947954469,0.5093905385,0.8264916832,206.25,325.25,0
157227461-157227503-003.BMP,2717.625,2939.875,0.4803579319,59.6491126979,71.1096297962,62.9682459657,119.364986491,0.9472887768,0.8726828796,0.2627151254,0.5957327344,204.375,324.25,0
157266930-157266947-001.BMP,1296.125,1818.125,0.4161916994,42.3076801892,59.5028075263,52.3545604508,69.7782200977,0.8080992339,0.6020713626,0.4754382106,0.8527418361,169.5,206.25,0
157266930-157266947-002.BMP,1331.125,1077.25,0.5527067006,38.9814883713,56.7035023354,44.9444101085,65.5515064663,0.8673267327,0.8390301926,0.319198813,0.8650221084,131.25,221.375,0
157266930-157266947-003.BMP,1097.125,940.0,0.5385653801,43.8022008712,50.0279821949,37.1214223865,63.324560796,1.1799709724,1.01371766,0.2984651302,0.7900249377,131.25,183.0,0
157267001-157267013-001.BMP,1216.0,6262.25,0.1626048875,36.2043309164,85.0796082428,50.1597448159,170.5579080547,0.7217806041,0.6153653762,0.274092277,0.4988312135,132.125,518.375,0
157267059-157267072-001.BMP,998.125,1257.0,0.4426029599,35.7212404639,52.3540836407,35.8050275799,58.1807528312,0.9976599064,0.9913043842,0.4728100761,0.8998522895,111.25,186.875,0
157267059-157267072-002.BMP,1002.875,863.875,0.5372304808,32.6941465173,36.5697528131,39.3954312072,65.7647321898,0.8298969072,0.8227449152,0.2543167195,0.5560693642,110.875,166.375,0
157267059-157267072-003.BMP,743.5,2263.25,0.2472769602,28.1510536959,46.684554688,38.8973006776,113.463650567,0.7237276933,0.6256798424,0.2238355911,0.411449433,107.25,290.0,0
157267059-157267072-004.BMP,942.875,1263.125,0.4274138713,31.6391881257,45.996949401,38.275318418,70.8307842679,0.8266211604,0.8194578401,0.3205622284,0.649392067,110.75,182.875,0
157267263-157267286-001.BMP,1186.25,4427.875,0.2112973972,40.7280339934,61.2520850574,42.0594816896,120.2081528017,0.968343697,0.853804641,0.3901554013,0.509550173,128.75,293.875,0
157267263-157267286-002.BMP,712.875,2846.625,0.2002739149,24.2781693749,51.6440296012,34.9284983931,99.6242942259,0.6950819672,0.7439841315,0.3651824201,0.5183879093,96.875,254.0,0
158986766-158986776-001.BMP,2412.0,4294.625,0.3596443815,44.750954137,68.9631840054,69.1158447825,161.0279478848,0.6474774963,0.642883354,0.2108787651,0.428268415,180.0,503.875,0
158986766-158986776-002.BMP,3201.75,4271.75,0.4284137285,51.5244643642,66.2043696194,80.1560977094,176.1817243644,0.6428015564,0.6344894494,0.1752242598,0.3757731959,215.375,483.0,0
158986813-158986820-001.BMP,1192.125,2876.375,0.2930133956,33.2776201072,83.7778697151,47.539457296,77.8845299145,0.7,0.6716197753,0.6037445426,1.0756676558,125.25,246.25,0
158986813-158986820-002.BMP,726.875,2944.75,0.1979709257,24.927268207,43.3131863204,38.8329756779,125.7815566766,0.6419098143,0.6137175027,0.236987052,0.344352443,100.75,286.0,0
158986920-158986928-001.BMP,1204.625,1760.75,0.4062302407,22.5132225002,44.5910655653,66.7607669219,151.3307635611,0.3372223469,0.3441274818,0.0978933902,0.2946596219,156.375,462.25,0
158986920-158986928-002.BMP,1621.25,1758.5,0.4796952437,33.2802230823,44.4879539551,62.6498204307,153.0751449452,0.5312101911,0.5259209202,0.0955527373,0.2906282008,162.25,377.25,0
158986920-158986928-003.BMP,3315.25,7426.375,0.3086357977,41.4977632453,70.9406972663,97.8365984691,211.0213259365,0.4241537819,0.4409848935,0.2123412155,0.3361778576,228.5,484.375,0
158986920-158986928-004.BMP,2057.125,3398.375,0.3770735955,37.6507701339,68.0901530143,71.0211236183,195.3586445489,0.5301348136,0.5192729775,0.1133747003,0.3485392375,173.375,550.875,0
158986920-158986928-005.BMP,3165.25,3803.625,0.454198131,50.5718848866,79.4431030233,87.3212459829,179.7386992275,0.579147541,0.5285405205,0.1499079355,0.4419921996,218.5,489.25,0
158986920-158986928-006.BMP,3351.25,6658.125,0.3348111146,52.7570345811,90.3501289427,82.6619622317,198.2952344359,0.6382262549,0.6244612944,0.2155944163,0.4556343938,220.5,590.0,0
148494967-148494986-001.BMP,6762.0,43745.375,0.1338814381,93.1911225536,209.7427698592,103.7545179739,331.8207347349,0.8981885741,0.7997813099,0.5058656859,0.632096635,322.0,862.75,1
148495491-148495504-001.BMP,4535.125,27543.875,0.1413736401,60.3971556974,171.0418231105,102.239913928,347.3010221695,0.5907395006,0.5524060548,0.2907522166,0.4924886833,255.25,942.375,1
148495553-148495585-001.BMP,4582.0,33892.75,0.1190910922,67.5986003091,198.0328769979,85.4751425854,311.7563150924,0.79085683,0.7985195174,0.4440035145,0.6352168903,240.0,885.25,1
148495842-148495854-001.BMP,3090.875,6166.125,0.3338959706,60.4471413793,119.8292682927,76.8439978138,123.0,0.7866215072,0.6664562706,0.5189341125,0.9742216934,257.375,433.125,1
148495842-148495863-001.BMP,5709.125,11597.75,0.329876133,77.8997631701,97.0453502235,96.0208310733,272.800293255,0.8112798265,0.7884038737,0.198423998,0.3557377049,276.25,703.5,1
148495885-148495896-001.BMP,3523.5,17710.0,0.1659406127,66.8835368722,149.6550638944,70.4059656563,209.9761891263,0.9499697398,0.90503521,0.5114328042,0.7127239737,211.375,573.625,1
148497551-148497588-001.BMP,2624.625,4732.75,0.3567338895,59.3117614244,102.9090857629,56.8858506133,97.4063652951,1.042645241,1.0326873733,0.6351100817,1.0564924115,184.25,316.125,1
148497551-148497625-001.BMP,3939.75,15776.5,0.1998224815,57.1264940842,151.5149279322,96.2600644089,198.7988933571,0.5934599611,0.5413604032,0.5082681025,0.7621517674,239.5,589.5,1
148497676-148497704-001.BMP,2275.375,7535.75,0.2319178484,44.1426924206,117.621292065,66.7607669219,126.2101422232,0.66120709,0.6500106415,0.6023488542,0.9319480193,195.625,368.75,1
148497676-148497718-001.BMP,3510.125,13380.25,0.2078180621,76.0460512228,151.8388108924,64.7765389628,179.4798038778,1.1739752145,1.0651167676,0.5288629876,0.8459938534,217.125,559.375,1
148497788-148497816-001.BMP,1710.875,2612.875,0.3956923966,37.315267783,63.8399574969,59.8414572015,91.1811384004,0.6235688355,0.6083087702,0.4001462323,0.7001443349,159.0,239.125,1
148497788-148497816-002.BMP,2224.625,14991.625,0.1292165832,52.9957165296,98.3356931713,59.3632883186,255.0548960518,0.8927355278,0.8037685931,0.2934212072,0.3855471692,178.25,577.75,1
148497788-148497836-001.BMP,3014.75,18596.375,0.1394999103,62.695914329,124.8933207063,65.2993108693,252.1031534908,0.9601313321,0.9002108155,0.3725476751,0.4954056265,197.5,620.625,1
148497788-148497836-002.BMP,2900.125,8722.125,0.2495321474,57.4075300074,107.4547305062,67.186308129,159.8905875904,0.8544528135,0.8180225597,0.4343968106,0.6720516331,199.5,421.625,1
148498683-148498703-001.BMP,3649.5,20662.625,0.1501102845,62.8946954887,166.600978126,81.8352002503,236.1630792482,0.7685530835,0.6938461578,0.4717062243,0.7054488731,233.0,727.75,1
148498683-148498716-001.BMP,4087.5,29802.0,0.1206125791,63.0313211431,203.1326737125,82.8794305,271.3300573103,0.7605182705,0.7576600144,0.5154181596,0.7486552567,227.125,724.125,1
148499274-148499302-001.BMP,2537.875,13461.375,0.158624623,52.8406734148,97.7335267999,67.9779375974,237.0527367486,0.7773209262,0.6992691646,0.3050068508,0.4122860092,202.0,584.375,1
148499383-148499424-002.BMP,2449.25,10062.875,0.1957501224,47.4591767966,120.9367444945,67.4685111737,151.5585695367,0.703427065,0.6850795156,0.5577906131,0.7979538529,194.25,434.5,1
148499383-148499452-001.BMP,2041.375,7019.25,0.2253017866,45.600858369,105.9395417711,63.1347764707,120.5404496424,0.7222779729,0.6520720962,0.6150851118,0.8788713008,169.875,388.125,1
148499383-148499452-002.BMP,1881.25,4900.75,0.2773886759,38.5797874541,83.0765068999,63.2455532034,110.1635148314,0.61,0.5988204734,0.5141585942,0.7541199736,160.5,304.125,1
148499383-148499474-001.BMP,2444.375,4627.0,0.3456718106,36.1530773048,60.2894615648,84.7230783199,146.2942240828,0.426720535,0.4335852483,0.2752677027,0.4121110177,210.0,361.25,1
148499815-148500094-001.BMP,2290.5,17198.625,0.1175270824,36.2168161122,98.9624654752,97.1648084442,306.843608374,0.372735939,0.308903207,0.2325785632,0.3225176043,237.125,832.25,1
148500154-148500165-001.BMP,3745.25,18951.5,0.1650126119,64.546863484,145.7923436546,84.403791384,246.6110297614,0.7647389107,0.6693711966,0.3967607615,0.5911833862,238.625,610.0,1
148503071-148503092-001.BMP,5100.75,25459.375,0.1669086759,64.6670859093,166.9636973645,100.6230589875,270.0407376675,0.6426666667,0.6414297884,0.4445281676,0.6182907764,282.125,756.125,1
148503071-148503092-002.BMP,7120.5,29983.875,0.1919045935,80.406618264,165.0217846528,127.6636205033,335.21634805,0.6298318812,0.5562708417,0.3397406368,0.4922844175,327.0,925.25,1
148503209-148503222-001.BMP,4869.5,11817.375,0.2918161729,72.4490253481,130.0999020376,88.6002257333,234.8041737278,0.8177070064,0.789814008,0.2729100387,0.5540783197,265.625,615.375,1
148503209-148503222-003.BMP,3823.75,4449.125,0.4622032848,69.8180418862,97.1469172287,81.8413098624,121.7949095816,0.8530904748,0.7268661853,0.3818795935,0.7976270729,266.0,338.375,1
148503209-148503231-001.BMP,4568.875,7945.625,0.3650864997,65.272835529,94.8643180516,95.414883535,208.1393763803,0.6840949033,0.6389798248,0.2335230127,0.4557730483,275.25,520.5,1
148503400-148503415-003.BMP,4152.375,7550.125,0.3548280282,58.9428605698,96.9665700416,110.0727032465,188.8279640308,0.5354902608,0.4363625004,0.2696072952,0.5135180615,275.75,507.25,1
148503400-148503424-001.BMP,3305.0,19863.375,0.1426513512,58.1750702325,175.5227438421,93.4077084613,232.2434067955,0.6228080229,0.4822987616,0.468895833,0.7557706213,272.875,748.25,1
148503400-148503432-001.BMP,6004.625,14019.875,0.2998639167,80.9109207033,132.3889758053,100.9752444909,218.9155088156,0.8012946253,0.7498358181,0.3724784922,0.6047491862,310.625,539.625,1
148503568-148503580-001.BMP,7560.0,15187.75,0.3323405612,87.4193154851,130.8165139439,117.3882447266,314.6315305242,0.7447024673,0.6985261944,0.1953435485,0.4157768731,360.5,726.5,1
148503568-148503580-002.BMP,4370.125,9114.0,0.3240940736,63.8507929884,125.34389398,92.7631392311,164.268073587,0.6883207438,0.6466259111,0.4300439227,0.7630447673,309.0,455.875,1
148503568-148503580-003.BMP,3718.75,11049.5,0.2518070861,65.0150338967,116.6419995373,79.1201617794,177.8004499432,0.8217252396,0.7563673414,0.4450276895,0.6560275836,235.75,467.0,1
148503568-148503598-001.BMP,6257.875,6197.625,0.5024186103,87.2239581074,106.7438157913,94.6414285606,160.3277892319,0.9216255443,0.8895583249,0.3069854594,0.6657848668,291.5,438.75,1
148503664-148503675-001.BMP,5212.375,8296.5,0.3858481924,74.2263074786,109.1726690537,93.8616002421,201.2958022414,0.7908059024,0.7533032885,0.2606967395,0.5423494571,268.375,532.625,1
148503664-148503675-002.BMP,5786.125,21727.375,0.2103013066,87.8406243198,169.3690572591,105.4751155486,296.4000674764,0.8328089888,0.6622133178,0.3148913874,0.571420441,360.875,773.75,1
148503664-148503685-001.BMP,2220.5,10709.875,0.1717274248,43.2475086352,130.4292635489,71.2179752591,158.3540337345,0.6072555205,0.5574188504,0.543796314,0.8236560855,189.0,434.75,1
148503664-148503685-002.BMP,3146.625,13655.375,0.1872768123,64.358923188,120.7991403764,66.6108099335,210.8293148497,0.9661933739,0.9029541092,0.3911575839,0.5729712704,218.25,544.625,1
148503900-148503914-001.BMP,3743.875,5980.0,0.3850188325,65.3118009802,110.6212334703,79.7558775264,154.6900126059,0.8188963999,0.7493868418,0.3181901658,0.7151155502,223.125,477.75,1
148710162-148710195-001.BMP,5875.125,21336.75,0.2159029835,73.8236439664,173.730832016,102.8396810575,313.6000637755,0.7178517398,0.7073034683,0.2762397057,0.5539885098,287.625,803.125,1
148710162-148710195-002.BMP,2048.25,8314.875,0.1976479103,46.3748148342,107.2953637487,64.7765389628,148.1890684227,0.7159199237,0.6215235695,0.4820959772,0.7240437158,189.125,401.375,1
148714237-148714247-001.BMP,4038.5,24107.0,0.1434865254,62.2253967444,147.9923833639,84.8528137424,260.2498799231,0.7333333333,0.7141635974,0.45318154,0.5686549535,227.0,652.0,1
148714902-148714917-001.BMP,5004.25,20716.125,0.1945636485,80.1948280969,134.5454579704,80.6535802057,251.5432368401,0.9943120676,0.9794940802,0.4168630016,0.5348800455,256.5,641.875,1
148718455-148718461-001.BMP,8857.375,18478.5,0.324020175,104.8922421346,150.7886751475,112.4010676106,281.8315099488,0.9331961374,0.8926357537,0.2962086508,0.5350312858,335.75,759.75,1
148719308-148719348-002.BMP,2054.375,4773.125,0.3008971073,52.9909424826,91.7768886109,51.9711458407,105.0809211989,1.0196223621,0.9684233579,0.5503832188,0.8733925014,159.75,333.375,1
148719308-148719348-004.BMP,2529.875,3865.5,0.3955788363,47.666145432,71.6226071745,68.4762732631,120.7021126576,0.6960972489,0.6869560446,0.3378205409,0.5933832109,181.0,338.875,1
